"parentTerm","parent_size","ID","cluster","parent","parentSimScore","score","size","term","Description","Freq"
"axon regeneration",16,"GO:0007597",45,"GO:0031103",0.599,1,19,"blood coagulation, intrinsic pathway","blood coagulation, intrinsic pathway",1
"axon regeneration",16,"GO:0030194",45,"GO:0031103",0.617,1,14,"positive regulation of blood coagulation","positive regulation of blood coagulation",1
"axon regeneration",16,"GO:0007596",45,"GO:0031103",0.74,2,193,"blood coagulation","blood coagulation",2
"axon regeneration",16,"GO:0030168",45,"GO:0031103",0.692,1,108,"platelet activation","platelet activation",1
"axon regeneration",16,"GO:0042730",45,"GO:0031103",0.625,1,24,"fibrinolysis","fibrinolysis",1
"axon regeneration",16,"GO:0031103",45,"GO:0031103",1,2,17,"axon regeneration","axon regeneration",2
"axon regeneration",16,"GO:0090303",45,"GO:0031103",0.647,1,18,"positive regulation of wound healing","positive regulation of wound healing",1
"axon regeneration",16,"GO:0042060",45,"GO:0031103",0.766,1,84,"wound healing","wound healing",1
"axon regeneration",16,"GO:0070527",45,"GO:0031103",0.646,2,47,"platelet aggregation","platelet aggregation",2
"axon regeneration",16,"GO:0051918",45,"GO:0031103",0.575,1,10,"negative regulation of fibrinolysis","negative regulation of fibrinolysis",1
"axon regeneration",16,"GO:0048678",45,"GO:0031103",0.972,1,29,"response to axon injury","response to axon injury",1
"axon regeneration",16,"GO:0061045",45,"GO:0031103",0.663,1,15,"negative regulation of wound healing","negative regulation of wound healing",1
"axon regeneration",16,"GO:0030195",45,"GO:0031103",0.651,1,17,"negative regulation of blood coagulation","negative regulation of blood coagulation",1
"integrin-mediated signaling pathway",16,"GO:0045746",62,"GO:0007229",0.381,1,50,"negative regulation of Notch signaling pathway","negative regulation of Notch
signaling pathway",1
"integrin-mediated signaling pathway",16,"GO:0007229",62,"GO:0007229",0.999,2,110,"integrin-mediated signaling pathway","integrin-mediated signaling pathway",2
"integrin-mediated signaling pathway",16,"GO:0008593",62,"GO:0007229",0.405,1,20,"regulation of Notch signaling pathway","regulation of Notch signaling pathway",1
"integrin-mediated signaling pathway",16,"GO:0008589",62,"GO:0007229",0.395,1,21,"regulation of smoothened signaling pathway","regulation of smoothened signaling pathway",1
"integrin-mediated signaling pathway",16,"GO:0042532",62,"GO:0007229",0.35,1,14,"negative regulation of tyrosine phosphorylation of STAT protein","negative regulation of tyrosine
phosphorylation of STAT protein",1
"integrin-mediated signaling pathway",16,"GO:2000310",62,"GO:0007229",0.373,1,32,"regulation of NMDA receptor activity","regulation of NMDA receptor activity",1
"integrin-mediated signaling pathway",16,"GO:0038063",62,"GO:0007229",0.345,1,11,"collagen-activated tyrosine kinase receptor signaling pathway","collagen-activated tyrosine kinase receptor
signaling pathway",1
"integrin-mediated signaling pathway",16,"GO:0046427",62,"GO:0007229",0.405,1,34,"positive regulation of receptor signaling pathway via JAK-STAT","positive regulation of receptor
signaling pathway via JAK-STAT",1
"integrin-mediated signaling pathway",16,"GO:2000311",62,"GO:0007229",0.371,1,28,"regulation of AMPA receptor activity","regulation of AMPA receptor activity",1
"integrin-mediated signaling pathway",16,"GO:0045747",62,"GO:0007229",0.383,1,54,"positive regulation of Notch signaling pathway","positive regulation of Notch
signaling pathway",1
"integrin-mediated signaling pathway",16,"GO:0030948",62,"GO:0007229",0.35,2,14,"negative regulation of vascular endothelial growth factor receptor signaling pathway","negative regulation of vascular endothelial growth
factor receptor signaling pathway",2
"integrin-mediated signaling pathway",16,"GO:0007216",62,"GO:0007229",0.367,1,18,"G protein-coupled glutamate receptor signaling pathway","G protein-coupled glutamate receptor
signaling pathway",1
"integrin-mediated signaling pathway",16,"GO:0042059",62,"GO:0007229",0.383,1,36,"negative regulation of epidermal growth factor receptor signaling pathway","negative regulation of epidermal
growth factor receptor signaling pathway",1
"integrin-mediated signaling pathway",16,"GO:0048010",62,"GO:0007229",0.406,1,87,"vascular endothelial growth factor receptor signaling pathway","vascular endothelial growth factor
receptor signaling pathway",1
"positive regulation of catalytic activity",16,"GO:0051000",10,"GO:0043085",0.651,2,24,"positive regulation of nitric-oxide synthase activity","positive regulation of nitric-oxide
synthase activity",2
"positive regulation of catalytic activity",16,"GO:0043085",10,"GO:0043085",0.987,4,77,"positive regulation of catalytic activity","positive regulation of catalytic activity",4
"positive regulation of catalytic activity",16,"GO:0007190",10,"GO:0043085",0.584,1,39,"activation of adenylate cyclase activity","activation of adenylate cyclase activity",1
"positive regulation of catalytic activity",16,"GO:0051092",10,"GO:0043085",0.718,2,193,"positive regulation of NF-kappaB transcription factor activity","positive regulation of NF-kappaB
transcription factor activity",2
"positive regulation of catalytic activity",16,"GO:0007202",10,"GO:0043085",0.666,1,32,"activation of phospholipase C activity","activation of phospholipase C activity",1
"positive regulation of catalytic activity",16,"GO:0034260",10,"GO:0043085",0.598,1,52,"negative regulation of GTPase activity","negative regulation of GTPase activity",1
"positive regulation of catalytic activity",16,"GO:0050999",10,"GO:0043085",0.603,2,21,"regulation of nitric-oxide synthase activity","regulation of nitric-oxide synthase
activity",2
"positive regulation of catalytic activity",16,"GO:0032088",10,"GO:0043085",0.564,1,93,"negative regulation of NF-kappaB transcription factor activity","negative regulation of NF-kappaB
transcription factor activity",1
"positive regulation of catalytic activity",16,"GO:2000272",10,"GO:0043085",0.542,1,40,"negative regulation of signaling receptor activity","negative regulation of signaling
receptor activity",1
"positive regulation of catalytic activity",16,"GO:0043547",10,"GO:0043085",0.839,1,342,"positive regulation of GTPase activity","positive regulation of GTPase activity",1
"DNA double-strand break processing",15,"GO:1905168",35,"GO:0000729",0.638,1,10,"positive regulation of double-strand break repair via homologous recombination","positive regulation of double-strand break repair
via homologous recombination",1
"DNA double-strand break processing",15,"GO:0036297",35,"GO:0000729",0.556,1,58,"interstrand cross-link repair","interstrand cross-link repair",1
"DNA double-strand break processing",15,"GO:0000722",35,"GO:0000729",0.442,1,11,"telomere maintenance via recombination","telomere maintenance via recombination",1
"DNA double-strand break processing",15,"GO:0000729",35,"GO:0000729",1,2,15,"DNA double-strand break processing","DNA double-strand break processing",2
"DNA double-strand break processing",15,"GO:0070987",35,"GO:0000729",0.52,1,20,"error-free translesion synthesis","error-free translesion synthesis",1
"DNA double-strand break processing",15,"GO:0071897",35,"GO:0000729",0.535,1,27,"DNA biosynthetic process","DNA biosynthetic process",1
"DNA double-strand break processing",15,"GO:0019985",35,"GO:0000729",0.568,1,44,"translesion synthesis","translesion synthesis",1
"DNA double-strand break processing",15,"GO:2000279",35,"GO:0000729",0.475,1,13,"negative regulation of DNA biosynthetic process","negative regulation of DNA
biosynthetic process",1
"DNA double-strand break processing",15,"GO:0000727",35,"GO:0000729",0.642,1,11,"double-strand break repair via break-induced replication","double-strand break repair via
break-induced replication",1
"DNA double-strand break processing",15,"GO:0032201",35,"GO:0000729",0.456,1,24,"telomere maintenance via semi-conservative replication","telomere maintenance via semi-conservative
replication",1
"DNA double-strand break processing",15,"GO:0051973",35,"GO:0000729",0.467,1,42,"positive regulation of telomerase activity","positive regulation of telomerase activity",1
"DNA double-strand break processing",15,"GO:0000723",35,"GO:0000729",0.54,2,57,"telomere maintenance","telomere maintenance",2
"DNA double-strand break processing",15,"GO:0006298",35,"GO:0000729",0.558,1,57,"mismatch repair","mismatch repair",1
"glycogen catabolic process",15,"GO:0009060",4,"GO:0005980",0.732,1,36,"aerobic respiration","aerobic respiration",1
"glycogen catabolic process",15,"GO:0005977",4,"GO:0005980",0.902,2,28,"glycogen metabolic process","glycogen metabolic process",2
"glycogen catabolic process",15,"GO:0046951",4,"GO:0005980",0.566,1,13,"ketone body biosynthetic process","ketone body biosynthetic process",1
"glycogen catabolic process",15,"GO:0006120",4,"GO:0005980",0.719,2,96,"mitochondrial electron transport, NADH to ubiquinone","mitochondrial electron transport, NADH
to ubiquinone",2
"glycogen catabolic process",15,"GO:0005978",4,"GO:0005980",0.867,1,37,"glycogen biosynthetic process","glycogen biosynthetic process",1
"glycogen catabolic process",15,"GO:0006091",4,"GO:0005980",0.743,2,50,"generation of precursor metabolites and energy","generation of precursor metabolites
and energy",2
"glycogen catabolic process",15,"GO:0006123",4,"GO:0005980",0.668,1,30,"mitochondrial electron transport, cytochrome c to oxygen","mitochondrial electron transport, cytochrome
c to oxygen",1
"glycogen catabolic process",15,"GO:0005980",4,"GO:0005980",1,5,21,"glycogen catabolic process","glycogen catabolic process",5
"regulation of cell population proliferation",15,"GO:0002052",7,"GO:0042127",0.617,1,22,"positive regulation of neuroblast proliferation","positive regulation of neuroblast proliferation",1
"regulation of cell population proliferation",15,"GO:0048147",7,"GO:0042127",0.632,1,29,"negative regulation of fibroblast proliferation","negative regulation of fibroblast proliferation",1
"regulation of cell population proliferation",15,"GO:0042127",7,"GO:0042127",0.983,4,141,"regulation of cell population proliferation","regulation of cell population proliferation",4
"regulation of cell population proliferation",15,"GO:0001935",7,"GO:0042127",0.717,1,16,"endothelial cell proliferation","endothelial cell proliferation",1
"regulation of cell population proliferation",15,"GO:0001937",7,"GO:0042127",0.694,2,40,"negative regulation of endothelial cell proliferation","negative regulation of endothelial
cell proliferation",2
"regulation of cell population proliferation",15,"GO:0008283",7,"GO:0042127",0.953,1,213,"cell population proliferation","cell population proliferation",1
"regulation of cell population proliferation",15,"GO:0007405",7,"GO:0042127",0.636,1,16,"neuroblast proliferation","neuroblast proliferation",1
"regulation of cell population proliferation",15,"GO:0050680",7,"GO:0042127",0.74,2,64,"negative regulation of epithelial cell proliferation","negative regulation of epithelial
cell proliferation",2
"regulation of cell population proliferation",15,"GO:0008284",7,"GO:0042127",0.91,1,585,"positive regulation of cell population proliferation","positive regulation of cell
population proliferation",1
"regulation of cell population proliferation",15,"GO:2000648",7,"GO:0042127",0.649,1,12,"positive regulation of stem cell proliferation","positive regulation of stem
cell proliferation",1
"response to ischemia",15,"GO:0070301",25,"GO:0002931",0.334,1,70,"cellular response to hydrogen peroxide","cellular response to hydrogen peroxide",1
"response to ischemia",15,"GO:0034599",25,"GO:0002931",0.365,1,105,"cellular response to oxidative stress","cellular response to oxidative stress",1
"response to ischemia",15,"GO:0006979",25,"GO:0002931",0.377,1,108,"response to oxidative stress","response to oxidative stress",1
"response to ischemia",15,"GO:0034614",25,"GO:0002931",0.347,1,36,"cellular response to reactive oxygen species","cellular response to reactive
oxygen species",1
"response to ischemia",15,"GO:0006953",25,"GO:0002931",0.318,2,39,"acute-phase response","acute-phase response",2
"response to ischemia",15,"GO:0051607",25,"GO:0002931",0.359,2,218,"defense response to virus","defense response to virus",2
"response to ischemia",15,"GO:0000302",25,"GO:0002931",0.355,1,12,"response to reactive oxygen species","response to reactive oxygen species",1
"response to ischemia",15,"GO:0042542",25,"GO:0002931",0.343,2,53,"response to hydrogen peroxide","response to hydrogen peroxide",2
"response to ischemia",15,"GO:0002931",25,"GO:0002931",1,3,50,"response to ischemia","response to ischemia",3
"response to ischemia",15,"GO:0006952",25,"GO:0002931",0.431,1,72,"defense response","defense response",1
"endoderm formation",14,"GO:0007492",60,"GO:0001706",0.97,1,21,"endoderm development","endoderm development",1
"endoderm formation",14,"GO:0001706",60,"GO:0001706",1,2,8,"endoderm formation","endoderm formation",2
"endoderm formation",14,"GO:0003203",60,"GO:0001706",0.426,1,18,"endocardial cushion morphogenesis","endocardial cushion morphogenesis",1
"endoderm formation",14,"GO:0001886",60,"GO:0001706",0.391,1,13,"endothelial cell morphogenesis","endothelial cell morphogenesis",1
"endoderm formation",14,"GO:0060317",60,"GO:0001706",0.42,1,13,"cardiac epithelial to mesenchymal transition","cardiac epithelial to mesenchymal transition",1
"endoderm formation",14,"GO:0060612",60,"GO:0001706",0.422,1,29,"adipose tissue development","adipose tissue development",1
"endoderm formation",14,"GO:0002064",60,"GO:0001706",0.469,2,12,"epithelial cell development","epithelial cell development",2
"endoderm formation",14,"GO:0001707",60,"GO:0001706",0.901,1,33,"mesoderm formation","mesoderm formation",1
"endoderm formation",14,"GO:0010719",60,"GO:0001706",0.415,1,32,"negative regulation of epithelial to mesenchymal transition","negative regulation of epithelial
to mesenchymal transition",1
"endoderm formation",14,"GO:0007498",60,"GO:0001706",0.46,1,30,"mesoderm development","mesoderm development",1
"endoderm formation",14,"GO:0009888",60,"GO:0001706",0.593,2,38,"tissue development","tissue development",2
"angiogenesis",13,"GO:0001570",18,"GO:0001525",0.771,1,61,"vasculogenesis","vasculogenesis",1
"angiogenesis",13,"GO:0030324",18,"GO:0001525",0.72,1,79,"lung development","lung development",1
"angiogenesis",13,"GO:0048514",18,"GO:0001525",0.97,2,19,"blood vessel morphogenesis","blood vessel morphogenesis",2
"angiogenesis",13,"GO:0001569",18,"GO:0001525",0.748,1,28,"branching involved in blood vessel morphogenesis","branching involved in blood
vessel morphogenesis",1
"angiogenesis",13,"GO:0035148",18,"GO:0001525",0.747,1,11,"tube formation","tube formation",1
"angiogenesis",13,"GO:0001525",18,"GO:0001525",0.994,3,248,"angiogenesis","angiogenesis",3
"angiogenesis",13,"GO:0072205",18,"GO:0001525",0.56,1,8,"metanephric collecting duct development","metanephric collecting duct development",1
"angiogenesis",13,"GO:0016525",18,"GO:0001525",0.878,2,130,"negative regulation of angiogenesis","negative regulation of angiogenesis",2
"angiogenesis",13,"GO:0048286",18,"GO:0001525",0.62,1,34,"lung alveolus development","lung alveolus development",1
"cilium movement",13,"GO:0003341",29,"GO:0003341",0.999,3,40,"cilium movement","cilium movement",3
"cilium movement",13,"GO:0007098",29,"GO:0003341",0.641,1,50,"centrosome cycle","centrosome cycle",1
"cilium movement",13,"GO:0060287",29,"GO:0003341",0.869,2,12,"epithelial cilium movement involved in determination of left/right asymmetry","epithelial cilium movement involved in determination
of left/right asymmetry",2
"cilium movement",13,"GO:0051225",29,"GO:0003341",0.626,1,47,"spindle assembly","spindle assembly",1
"cilium movement",13,"GO:0051298",29,"GO:0003341",0.612,2,18,"centrosome duplication","centrosome duplication",2
"cilium movement",13,"GO:0007018",29,"GO:0003341",0.877,2,100,"microtubule-based movement","microtubule-based movement",2
"cilium movement",13,"GO:0000226",29,"GO:0003341",0.734,1,120,"microtubule cytoskeleton organization","microtubule cytoskeleton organization",1
"cilium movement",13,"GO:0031122",29,"GO:0003341",0.593,1,48,"cytoplasmic microtubule organization","cytoplasmic microtubule organization",1
"G protein-coupled receptor signaling pathway",13,"GO:0007189",21,"GO:0007186",0.76,3,139,"adenylate cyclase-activating G protein-coupled receptor signaling pathway","adenylate cyclase-activating G protein-coupled
receptor signaling pathway",3
"G protein-coupled receptor signaling pathway",13,"GO:0007191",21,"GO:0007186",0.604,1,12,"adenylate cyclase-activating dopamine receptor signaling pathway","adenylate cyclase-activating dopamine receptor
signaling pathway",1
"G protein-coupled receptor signaling pathway",13,"GO:0007186",21,"GO:0007186",0.985,3,1272,"G protein-coupled receptor signaling pathway","G protein-coupled receptor signaling
pathway",3
"G protein-coupled receptor signaling pathway",13,"GO:0007187",21,"GO:0007186",0.819,1,66,"G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger","G protein-coupled receptor signaling pathway, coupled
to cyclic nucleotide second messenger",1
"G protein-coupled receptor signaling pathway",13,"GO:0007193",21,"GO:0007186",0.72,1,65,"adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway","adenylate cyclase-inhibiting G protein-coupled
receptor signaling pathway",1
"G protein-coupled receptor signaling pathway",13,"GO:0007205",21,"GO:0007186",0.646,1,29,"protein kinase C-activating G protein-coupled receptor signaling pathway","protein kinase C-activating G protein-coupled receptor
signaling pathway",1
"G protein-coupled receptor signaling pathway",13,"GO:0071880",21,"GO:0007186",0.654,1,21,"adenylate cyclase-activating adrenergic receptor signaling pathway","adenylate cyclase-activating adrenergic receptor
signaling pathway",1
"G protein-coupled receptor signaling pathway",13,"GO:0007214",21,"GO:0007186",0.644,1,28,"gamma-aminobutyric acid signaling pathway","gamma-aminobutyric acid signaling pathway",1
"G protein-coupled receptor signaling pathway",13,"GO:0007200",21,"GO:0007186",0.725,1,61,"phospholipase C-activating G protein-coupled receptor signaling pathway","phospholipase C-activating G protein-coupled
receptor signaling pathway",1
"positive regulation of insulin secretion",13,"GO:0009306",22,"GO:0032024",0.807,1,53,"protein secretion","protein secretion",1
"positive regulation of insulin secretion",13,"GO:0046676",22,"GO:0032024",0.835,2,30,"negative regulation of insulin secretion","negative regulation of insulin secretion",2
"positive regulation of insulin secretion",13,"GO:0045921",22,"GO:0032024",0.742,1,26,"positive regulation of exocytosis","positive regulation of exocytosis",1
"positive regulation of insulin secretion",13,"GO:0050796",22,"GO:0032024",0.931,1,69,"regulation of insulin secretion","regulation of insulin secretion",1
"positive regulation of insulin secretion",13,"GO:0050709",22,"GO:0032024",0.753,1,21,"negative regulation of protein secretion","negative regulation of protein secretion",1
"positive regulation of insulin secretion",13,"GO:1903543",22,"GO:0032024",0.659,1,16,"positive regulation of exosomal secretion","positive regulation of exosomal secretion",1
"positive regulation of insulin secretion",13,"GO:0017158",22,"GO:0032024",0.616,1,18,"regulation of calcium ion-dependent exocytosis","regulation of calcium ion-dependent
exocytosis",1
"positive regulation of insulin secretion",13,"GO:0032024",22,"GO:0032024",0.999,3,42,"positive regulation of insulin secretion","positive regulation of insulin secretion",3
"positive regulation of insulin secretion",13,"GO:0002576",22,"GO:0032024",0.552,1,126,"platelet degranulation","platelet degranulation",1
"positive regulation of insulin secretion",13,"GO:0017157",22,"GO:0032024",0.689,1,31,"regulation of exocytosis","regulation of exocytosis",1
"positive regulation of vascular endothelial growth factor production",13,"GO:0032760",36,"GO:0010575",0.623,1,55,"positive regulation of tumor necrosis factor production","positive regulation of tumor
necrosis factor production",1
"positive regulation of vascular endothelial growth factor production",13,"GO:0032703",36,"GO:0010575",0.515,1,16,"negative regulation of interleukin-2 production","negative regulation of interleukin-2
production",1
"positive regulation of vascular endothelial growth factor production",13,"GO:0032722",36,"GO:0010575",0.614,1,20,"positive regulation of chemokine production","positive regulation of chemokine production",1
"positive regulation of vascular endothelial growth factor production",13,"GO:0032755",36,"GO:0010575",0.628,2,61,"positive regulation of interleukin-6 production","positive regulation of interleukin-6
production",2
"positive regulation of vascular endothelial growth factor production",13,"GO:2000343",36,"GO:0010575",0.541,2,5,"positive regulation of chemokine (C-X-C motif) ligand 2 production","positive regulation of chemokine (C-X-C motif)
ligand 2 production",2
"positive regulation of vascular endothelial growth factor production",13,"GO:0032731",36,"GO:0010575",0.607,1,17,"positive regulation of interleukin-1 beta production","positive regulation of interleukin-1
beta production",1
"positive regulation of vascular endothelial growth factor production",13,"GO:0010575",36,"GO:0010575",1,2,34,"positive regulation of vascular endothelial growth factor production","positive regulation of vascular
endothelial growth factor production",2
"positive regulation of vascular endothelial growth factor production",13,"GO:0001817",36,"GO:0010575",0.685,2,11,"regulation of cytokine production","regulation of cytokine production",2
"positive regulation of vascular endothelial growth factor production",13,"GO:0032715",36,"GO:0010575",0.543,1,38,"negative regulation of interleukin-6 production","negative regulation of interleukin-6
production",1
"regulation of membrane potential",13,"GO:0031647",39,"GO:0042391",0.469,1,87,"regulation of protein stability","regulation of protein stability",1
"regulation of membrane potential",13,"GO:0001508",39,"GO:0042391",0.906,1,16,"action potential","action potential",1
"regulation of membrane potential",13,"GO:0030322",39,"GO:0042391",0.726,1,17,"stabilization of membrane potential","stabilization of membrane potential",1
"regulation of membrane potential",13,"GO:0060078",39,"GO:0042391",0.86,2,32,"regulation of postsynaptic membrane potential","regulation of postsynaptic membrane potential",2
"regulation of membrane potential",13,"GO:2000463",39,"GO:0042391",0.758,1,29,"positive regulation of excitatory postsynaptic potential","positive regulation of excitatory
postsynaptic potential",1
"regulation of membrane potential",13,"GO:0060079",39,"GO:0042391",0.835,2,63,"excitatory postsynaptic potential","excitatory postsynaptic potential",2
"regulation of membrane potential",13,"GO:0051899",39,"GO:0042391",0.849,2,22,"membrane depolarization","membrane depolarization",2
"regulation of membrane potential",13,"GO:0060371",39,"GO:0042391",0.709,1,12,"regulation of atrial cardiac muscle cell membrane depolarization","regulation of atrial cardiac
muscle cell membrane depolarization",1
"regulation of membrane potential",13,"GO:0042391",39,"GO:0042391",0.995,2,114,"regulation of membrane potential","regulation of membrane potential",2
"translational initiation",13,"GO:0002181",6,"GO:0006413",0.702,3,46,"cytoplasmic translation","cytoplasmic translation",3
"translational initiation",13,"GO:0006413",6,"GO:0006413",0.998,4,168,"translational initiation","translational initiation",4
"translational initiation",13,"GO:0050435",6,"GO:0006413",0.632,1,15,"amyloid-beta metabolic process","amyloid-beta metabolic process",1
"translational initiation",13,"GO:0045947",6,"GO:0006413",0.82,2,17,"negative regulation of translational initiation","negative regulation of translational initiation",2
"translational initiation",13,"GO:0006412",6,"GO:0006413",0.855,3,219,"translation","translation",3
"cellular protein metabolic process",12,"GO:0006471",8,"GO:0044267",0.433,1,28,"protein ADP-ribosylation","protein ADP-ribosylation",1
"cellular protein metabolic process",12,"GO:0018149",8,"GO:0044267",0.432,1,59,"peptide cross-linking","peptide cross-linking",1
"cellular protein metabolic process",12,"GO:0006464",8,"GO:0044267",0.851,1,90,"cellular protein modification process","cellular protein modification process",1
"cellular protein metabolic process",12,"GO:0043687",8,"GO:0044267",0.517,1,345,"post-translational protein modification","post-translational protein modification",1
"cellular protein metabolic process",12,"GO:0070979",8,"GO:0044267",0.409,2,40,"protein K11-linked ubiquitination","protein K11-linked ubiquitination",2
"cellular protein metabolic process",12,"GO:0044267",8,"GO:0044267",0.909,4,225,"cellular protein metabolic process","cellular protein metabolic process",4
"cellular protein metabolic process",12,"GO:0031398",8,"GO:0044267",0.465,2,83,"positive regulation of protein ubiquitination","positive regulation of protein ubiquitination",2
"artery morphogenesis",11,"GO:0060412",52,"GO:0048844",0.507,2,36,"ventricular septum morphogenesis","ventricular septum morphogenesis",2
"artery morphogenesis",11,"GO:0003281",52,"GO:0048844",0.524,1,33,"ventricular septum development","ventricular septum development",1
"artery morphogenesis",11,"GO:0061626",52,"GO:0048844",0.854,1,8,"pharyngeal arch artery morphogenesis","pharyngeal arch artery morphogenesis",1
"artery morphogenesis",11,"GO:0007507",52,"GO:0048844",0.649,1,199,"heart development","heart development",1
"artery morphogenesis",11,"GO:0035904",52,"GO:0048844",0.931,1,21,"aorta development","aorta development",1
"artery morphogenesis",11,"GO:0003184",52,"GO:0048844",0.475,1,16,"pulmonary valve morphogenesis","pulmonary valve morphogenesis",1
"artery morphogenesis",11,"GO:0048738",52,"GO:0048844",0.584,1,17,"cardiac muscle tissue development","cardiac muscle tissue development",1
"artery morphogenesis",11,"GO:0048844",52,"GO:0048844",0.999,2,23,"artery morphogenesis","artery morphogenesis",2
"artery morphogenesis",11,"GO:0003215",52,"GO:0048844",0.478,1,13,"cardiac right ventricle morphogenesis","cardiac right ventricle morphogenesis",1
"cAMP biosynthetic process",11,"GO:0006171",73,"GO:0006171",1,1,16,"cAMP biosynthetic process","cAMP biosynthetic process",1
"cAMP biosynthetic process",11,"GO:0046949",73,"GO:0006171",0.71,1,12,"fatty-acyl-CoA biosynthetic process","fatty-acyl-CoA biosynthetic process",1
"cAMP biosynthetic process",11,"GO:0015937",73,"GO:0006171",0.695,1,22,"coenzyme A biosynthetic process","coenzyme A biosynthetic process",1
"cAMP biosynthetic process",11,"GO:0034356",73,"GO:0006171",0.622,1,14,"NAD biosynthesis via nicotinamide riboside salvage pathway","NAD biosynthesis via nicotinamide
riboside salvage pathway",1
"cAMP biosynthetic process",11,"GO:0006754",73,"GO:0006171",0.762,1,35,"ATP biosynthetic process","ATP biosynthetic process",1
"cAMP biosynthetic process",11,"GO:0015949",73,"GO:0006171",0.534,1,27,"nucleobase-containing small molecule interconversion","nucleobase-containing small molecule interconversion",1
"cAMP biosynthetic process",11,"GO:0035999",73,"GO:0006171",0.367,1,20,"tetrahydrofolate interconversion","tetrahydrofolate interconversion",1
"cAMP biosynthetic process",11,"GO:0042776",73,"GO:0006171",0.718,1,37,"mitochondrial ATP synthesis coupled proton transport","mitochondrial ATP synthesis coupled
proton transport",1
"cAMP biosynthetic process",11,"GO:0006164",73,"GO:0006171",0.803,1,12,"purine nucleotide biosynthetic process","purine nucleotide biosynthetic process",1
"cAMP biosynthetic process",11,"GO:0006730",73,"GO:0006171",0.382,1,22,"one-carbon metabolic process","one-carbon metabolic process",1
"cAMP biosynthetic process",11,"GO:0046940",73,"GO:0006171",0.628,1,13,"nucleoside monophosphate phosphorylation","nucleoside monophosphate phosphorylation",1
"phagocytosis, engulfment",11,"GO:0006888",71,"GO:0006911",0.533,1,243,"endoplasmic reticulum to Golgi vesicle-mediated transport","endoplasmic reticulum to Golgi
vesicle-mediated transport",1
"phagocytosis, engulfment",11,"GO:0016192",71,"GO:0006911",0.656,1,138,"vesicle-mediated transport","vesicle-mediated transport",1
"phagocytosis, engulfment",11,"GO:0045056",71,"GO:0006911",0.44,1,10,"transcytosis","transcytosis",1
"phagocytosis, engulfment",11,"GO:0030100",71,"GO:0006911",0.74,1,37,"regulation of endocytosis","regulation of endocytosis",1
"phagocytosis, engulfment",11,"GO:0060100",71,"GO:0006911",0.866,1,12,"positive regulation of phagocytosis, engulfment","positive regulation of phagocytosis, engulfment",1
"phagocytosis, engulfment",11,"GO:0006897",71,"GO:0006911",0.823,1,192,"endocytosis","endocytosis",1
"phagocytosis, engulfment",11,"GO:0150093",71,"GO:0006911",0.414,1,8,"amyloid-beta clearance by transcytosis","amyloid-beta clearance by transcytosis",1
"phagocytosis, engulfment",11,"GO:0048260",71,"GO:0006911",0.668,1,27,"positive regulation of receptor-mediated endocytosis","positive regulation of receptor-mediated
endocytosis",1
"phagocytosis, engulfment",11,"GO:0006911",71,"GO:0006911",0.999,2,94,"phagocytosis, engulfment","phagocytosis, engulfment",2
"phagocytosis, engulfment",11,"GO:0016197",71,"GO:0006911",0.533,1,88,"endosomal transport","endosomal transport",1
"pre-mRNA cleavage required for polyadenylation",11,"GO:0006378",56,"GO:0098789",0.798,1,31,"mRNA polyadenylation","mRNA polyadenylation",1
"pre-mRNA cleavage required for polyadenylation",11,"GO:0006397",56,"GO:0098789",0.672,1,156,"mRNA processing","mRNA processing",1
"pre-mRNA cleavage required for polyadenylation",11,"GO:0048026",56,"GO:0098789",0.526,1,23,"positive regulation of mRNA splicing, via spliceosome","positive regulation of mRNA
splicing, via spliceosome",1
"pre-mRNA cleavage required for polyadenylation",11,"GO:0006396",56,"GO:0098789",0.585,1,552,"RNA processing","RNA processing",1
"pre-mRNA cleavage required for polyadenylation",11,"GO:0000381",56,"GO:0098789",0.568,1,88,"regulation of alternative mRNA splicing, via spliceosome","regulation of alternative mRNA
splicing, via spliceosome",1
"pre-mRNA cleavage required for polyadenylation",11,"GO:0098789",56,"GO:0098789",1,2,12,"pre-mRNA cleavage required for polyadenylation","pre-mRNA cleavage required for
polyadenylation",2
"pre-mRNA cleavage required for polyadenylation",11,"GO:0031124",56,"GO:0098789",0.849,1,59,"mRNA 3'-end processing","mRNA 3'-end processing",1
"pre-mRNA cleavage required for polyadenylation",11,"GO:0043484",56,"GO:0098789",0.49,2,36,"regulation of RNA splicing","regulation of RNA splicing",2
"pre-mRNA cleavage required for polyadenylation",11,"GO:0000398",56,"GO:0098789",0.656,1,437,"mRNA splicing, via spliceosome","mRNA splicing, via spliceosome",1
"regulation of G2/M transition of mitotic cell cycle",11,"GO:0072425",42,"GO:0010389",0.821,1,12,"signal transduction involved in G2 DNA damage checkpoint","signal transduction involved in
G2 DNA damage checkpoint",1
"regulation of G2/M transition of mitotic cell cycle",11,"GO:0000086",42,"GO:0010389",0.958,1,134,"G2/M transition of mitotic cell cycle","G2/M transition of mitotic
cell cycle",1
"regulation of G2/M transition of mitotic cell cycle",11,"GO:0000278",42,"GO:0010389",0.793,1,145,"mitotic cell cycle","mitotic cell cycle",1
